Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,AL,2021,12,Male,16,Right-Handed,175.0,25,170.0,3,Rail (Train/Tram/Subway),35,0.227,,Basketball,,,,,,,25,Same length,90,100,Ring finger,April,Spring,Yes,No,Rice/Noodle dishes,Water,Other,4,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,25,0,,,,,,,,,,,,,,,,,,,5.0
USA,FL,2016,12,Male,17,Right-Handed,177.0,27,172.0,2,Car,60,0.329,47.0,Basketball,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
USA,MA,2017,6,Male,12,Right-Handed,145.0,22,140.0,2,Car,4,0.892,35,Soccer,,,,,,,21,Right foot,81,82,Ring finger,May,Spring,No,No,No favorite,Water,English,9,10,5,Yes - other,In person,10,55,5,0,2,6,6,5,1,0,0,10,0,1,Very little,Graduate degree,Rap/Hip hop,Super strength,Rich,Actor,"Wildlife, animals",5.0
USA,MA,2020,7,Male,13,Right-Handed,168.0,25,163.0,1,Bus,5,0.449,45,Football (American),0,508,310,310,519,513,25,Same length,80,80,Ring finger,August,Spring,No,No,Pizza/Pasta,Milk,History,6,4,5,Yes - dial-up connection,Cell phone,5,1,24,42,15,7,5,42,20,1,57,10,3,7,Some,Graduate degree,Rap/Hip hop,Invisibility,Famous,Relative,Health,5.0
USA,FL,2019,12,Male,17,Right-Handed,170.0,24.6,165.0,2,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
USA,MA,2019,12,Male,17,Right-Handed,180.0,30,175.0,1,Bus,14,0.292,29,,700,700,500,400,800,800,30,Same length,85,90,Ring finger,April,Spring,Yes,No,Seafood,Water,History,5,9,4,Yes - broadband connection,Text messaging,20,18,6,0,2,1,0,7,12,1,12,3,0,0,A lot,Graduate degree,Punk rock,Freeze time,Happy,Other,Health,5.0
USA,AL,2013,11,Female,17,Right-Handed,182.0,27,177.0,1,Car,10,0.302,34,Cycling,200,400,600,900,700,700,27,Same length,100,80,Index finger,November,Fall,Yes,No,Poultry,Water,Art,7,8,3,Yes - broadband connection,Internet chat or instant messaging,3,5,15,1,5,8,2,2,5,2,11,1,8,3,Some,Graduate degree,Techno/Electronic,Freeze time,Happy,Religious figure,Religious,5.0
USA,AL,2023,12,Male,18,Right-Handed,172.0,24,167.0,1,Car,30,.0446,44,Other,650,650,650,640,750,800,24,Same length,86,80,Index finger,January,Fall,Yes,Yes,Rice/Noodle dishes,Soft drink (caffeinated),Other,5,8,4,Yes - broadband connection,Internet chat or instant messaging,13,10,25,5,0,15,5,20,15,15,4,20,40,1,A lot,High school,Country,Freeze time,Rich,Sports person,"Wildlife, animals",5.0
USA,MA,2020,7,Male,13,Right-Handed,168.0,25,163.0,1,Bus,5,0.449,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
USA,MA,2018,8,Female,13,Right-Handed,155.0,20 ,150.0,2,Walk,5,.342 ,45,,1000,1000,1000,1000,200,200,20 ,Same length,6.5,6,Index finger,June,Spring,No,No,,,Social studies,5,4,6,Yes - other,Cell phone,35,40,8,15,10,7,0,0,15,3,20,2,0,0,Some,Graduate degree,Rhythm and blues (R&B),,Happy,Relative,Health,5.0
USA,AL,2015,12,Female,17,Right-Handed,165.0,23,160.0,1,Car,5,.809,39,Basketball,,,,,,,23,Same length,70.3,70,Index finger,March,Fall,Yes,No,Fruit,Water,History,9,8,4,Yes - broadband connection,Text messaging,200,200,10,2,1,10,4,0,6,80,4,4,0,3,Some,Graduate degree,Country,Telepathy,Healthy,Relative,"Wildlife, animals",5.0
USA,MA,2022,6,Male,11,Right-Handed,151.0,23,146.0,1,Bus,10,.39,42,Soccer,1000,615,1000,1000,214,503,23,Same length,80,100,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Art,7,6,5,Yes - other,In person,50+,50+,6,7,1,6,8,8,5,4,6,1,0,3,Some,,Other,Super strength,Happy,Sports person,Health,5.0
USA,FL,2011,12,Female,16,Right-Handed,158.0,22,153.0,1,Car,60,0.591,,Other,,,,,,,22,Same length,80.0,70,Index finger,November,Summer,No,No,Pizza/Pasta,Soft drink (non-caffeinated),History,6,12,4,Yes - other,Text messaging,108,156,7,2,1,3,1,0.0,72.0,72,72,72,0.0,7.0,,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health,5.0
USA,FL,2019,12,Female,17,Right-Handed,163.0,24,158.0,1,Car,13,0.0821,80.0,Other,765.0,936.0,583.0,690.0,476.0,802.0,23.5,Right foot,70.0,75,Ring finger,February,Winter,Yes,No,No favorite,Water,Music,5,9,5,Yes - broadband connection,Internet chat or instant messaging,5,6,3,1,4,2,1,0.0,3.0,5,5,2,6.0,2.0,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Community leader or elder,International aid,5.0
USA,AL,2023,12,Male,18,Right-Handed,172.0,25,167.0,1,Bus,12,0.337,40,Swimming,500,100,150,300,900,600,25.5,Right foot,65,75,Ring finger,May,Winter,No,No,Pizza/Pasta,Water,History,4,5,5,Yes - broadband connection,Internet chat or instant messaging,10,20,12,15,0,15,2,12,5,20,50,12,20,3,A lot,Some college,Other,Freeze time,Happy,Community leader or elder,Environment,5.0
USA,FL,2015,7,Female,12,Right-Handed,165.0,90,160.0,1,Car,25,0.805,59.0,Dancing,400.0,500.0,700.0,400.0,1000.0,1000.0,95,Left foot,275.0,250,Index finger,February,Summer,No,No,Meat,Coffee,Other,8,11,4,Yes - broadband connection,Text messaging,40,30,7,40,10,6,3,1.0,0.0,16,100,0,0.0,1.0,Some,Graduate degree,Pop,Invisibility,Rich,Musician or singer,"Wildlife, animals",5.0
USA,MA,2016,12,Male,17,Right-Handed,180.0,28,175.0,2,Car,15,,,Other,678,890,1000,567,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
USA,MA,2016,8,Male,13,Right-Handed,165.1,29,160.2,2,Bus,45,0.46,41,Baseball/Softball,626,700,1000,500,121,37,29,Same length,8,8.5,Ring finger,June,Summer,No,No,Fruit,Water,Mathematics and statistics,8,8,8,Yes - other,Text messaging,0,0,10,0,8,3,24,6,1,.5,1,1,0,2,A lot,Graduate degree,Pop,Super strength,Happy,Sports person,Education/Youth development,4.900000000000006
USA,FL,2015,12,Female,17,Right-Handed,162.2,21.6,157.5,1,Car,50,0.5,41.0,Other,500.0,1000.0,600.0,1000.0,1000.0,1000.0,22.3,Left foot,92.0,84,Index finger,September,Summer,Yes,No,Meat,Soft drink (caffeinated),English,5,10,4,Yes - broadband connection,Text messaging,70,55,7,3,4,5,0,0.0,2.0,5,6,2,0.0,1.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Friend,Education/Youth development,4.699999999999989
USA,MA,2014,12,Female,17,Right-Handed,167.6,26,163.0,2,Car,14,.532,23,Tennis,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599999999999994
USA,FL,2017,12,Male,17,Right-Handed,173.0,25.5,168.5,3,Car,30,0.37,42.0,Soccer,,,,,,,25.5,Same length,90.0,100,Ring finger,April,Winter,No,No,Meat,Water,History,7,7,5,Yes - broadband connection,Text messaging,100,40,6,4,10,20,5,0.0,10.0,10,20,6,0.0,3.0,Very little,Graduate degree,Rock and roll,Fly,Happy,Other,Health,4.5
USA,MA,2018,12,Male,17,Right-Handed,172.0,27.9,167.6,3,Bus,15,.512,57,Martial Arts,1000,1000,1000,866,460,658,27.9,Same length,,,Same length,July,Winter,No,No,No favorite,Water,History,10,4,4,Yes - broadband connection,Internet chat or instant messaging,157,203,24,0,8,32,10,6,0,10,12,0,0,12,A lot,High school,Techno/Electronic,Super strength,Happy,Community leader or elder,Environment,4.400000000000006
USA,FL,2013,12,Male,17,Right-Handed,175.2,26,171.0,2,Car,25,0.362,33.0,Basketball,800.0,700.0,1000.0,900.0,500.0,700.0,26,Same length,90.0,80,Index finger,April,Winter,No,No,Seafood,Sports drink,History,7,10,5,Yes - broadband connection,In person,50,80,45,10,30,25,30,40.0,40.0,50,15,15,0.0,30.0,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Musician or singer,Health,4.199999999999989
USA,MA,2019,12,Female,17,Right-Handed,166.2,23,162.0,1,Car,8,.48,67,Tennis,950,890,500,650,700,960,22,Right foot,66,69,Ring finger,September,Fall,No,No,Breads/Sandwiches,Water,Science,6,9,4,Yes - broadband connection,Text messaging,69,77,1,0,3,4,10,2,7,2,11,2,6,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Environment,4.199999999999989
USA,AL,2023,12,Female,17,Right-Handed,170.1,25.9,165.9,1,Car,45,0.448,46,Gymnastics,1000,1000,1000,1000,150,150,25.1,Right foot,88.9,63.5,Index finger,June,Fall,Yes,No,Rice/Noodle dishes,Energy drink,English,4,10,3,Yes - broadband connection,Text messaging,15,10,25,5,5,20,5,20,15,20,15,10,5-10,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Teacher,Education/Youth development,4.199999999999989
USA,AL,2015,12,Female,16,Right-Handed,163.0,22,159.0,1,Car,15,0.509,37,Dancing,,,,,,,22,Same length,6.5,6.8,Ring finger,June,Spring,Yes,No,Fruit,Water,History,8,11,3,Yes - broadband connection,In person,10,7,40,2,8,50,30,0,90,20,90,40,0,10,Some,Graduate degree,Pop,Freeze time,Happy,Relative,International aid,4.0
USA,FL,2018,12,Female,17,Left-Handed,156.0,23,152.0,1,Car,30,0.793,49.0,Other,476.0,636.0,604.0,722.0,326.0,583.0,24,Left foot,90.0,100,Ring finger,November,Fall,Yes,No,Seafood,Tea,Science,6,9,5,Yes - broadband connection,Text messaging,15,20,8,1,10,3,2,2.0,5.0,3,5,2,15.0,7.0,Some,Graduate degree,Other,Invisibility,Happy,Musician or singer,Environment,4.0
USA,MA,2015,7,Male,13,Right-Handed,157.0,23,153.0,1,Bus,30,0.261,44,Table Tennis,770,567,626,406,380,529,23,Same length,76,73,Index finger,December,Winter,Yes,Yes,Salads,Water,History,7,5,4,Yes - broadband connection,Other,8,5,1,1,3,8,2,22,2,1,5,2,0,1,Very little,Graduate degree,Other,Invisibility,Healthy,Other,"Arts, culture, sports",4.0
USA,FL,2022,11,Female,17,Right-Handed,144.0,21cm,140.0,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
USA,MA,2020,12,Female,17,Right-Handed,160.0,22,156.0,1,Car,30,0.414,37,Other,1000,963,786,1000,412,1000,23,Left foot,90,80,Index finger,October,Summer,No,No,Pizza/Pasta,Tea,Science,7,9,2,Yes - broadband connection,Text messaging,11,25,5,1,30,8,1,1,2,3,5,6,0,3,A lot,Undergraduate degree,Other,Super strength,Healthy,Politician,"Wildlife, animals",4.0
USA,FL,2014,12,Male,17,Right-Handed,193.0,28,189.0,1,Car,10,0.4,56.0,Walking/Hiking,900.0,400.0,300.0,600.0,200.0,300.0,27,Right foot,92.0,91,Index finger,February,Spring,No,No,Other,Water,English,6,6,4,Yes - broadband connection,In person,4,6,5,3,21,14,14,0.0,7.0,0.4,7,10,0.0,10.0,Some,Graduate degree,Country,Freeze time,Happy,Relative,Health,4.0
USA,MA,2019,12,Female,17,Right-Handed,165.0,21.8,161.0,2,Car,15,.422,56,,1000,800,500,400,700,1000,21.5,Right foot,70,67,Index finger,February,Fall,Yes,No,Pizza/Pasta,Water,English,4,4,3,Yes - broadband connection,Internet chat or instant messaging,100,150,2,40,7,20,0,80,20,30,30,1,0,3,Some,Some college,Rap/Hip hop,Telepathy,Happy,Other,"Wildlife, animals",4.0
USA,FL,2017,11,Male,17,Right-Handed,191.0,31,187.0,1,Car,35,0.398,47.0,Basketball,700.0,500.0,250.0,650.0,50.0,100.0,31,Same length,89.0,102,Ring finger,January,Winter,Yes,No,Meat,Milk,Mathematics and statistics,6.5,10.5,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,250,8,2,20,12,25,3.0,2.0,2,15,12,12.0,4.0,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Sports person,Health,4.0
USA,AL,2010,12,Male,17,Ambidextrous,176.0,24,172.0,2,Car,10,.328,49,Other,500,500,500,,1000,1000,24,Same length,70,79,Index finger,April,Fall,No,No,Meat,Juice,Other,8,8,3,Yes - broadband connection,In person,5,10,12,1,3,3,3,4,2,1,7,3,8,2,Very little,Graduate degree,Techno/Electronic,Freeze time,Famous,Community leader or elder,Other,4.0
USA,FL,2022,11,Female,15,Right-Handed,164.0,24,160.0,2,Car,10,0.0685,36.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,5,5,2,0.0,70.0,10,30,20,0.0,10.0,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Business person,Education/Youth development,4.0
USA,AL,2010,12,Male,18,Right-Handed,189.0,30,185.0,1,Car,7,2.18,35,Football (American),100,300,200,,900,1000,29,Right foot,7.6,8,Ring finger,May,Summer,Yes,No,Seafood,Water,History,6,9,6,Yes - broadband connection,Text messaging,64,68,8,1,2,8,7,2,1,2,2,3,0,1,Some,Graduate degree,Country,Freeze time,Happy,Coach or club leader,"Wildlife, animals",4.0
USA,FL,2020,12,Male,17,Left-Handed,155.0,26.6,151.0,1,Skateboard/Scooter/Rollerblade,8,0.432,46.0,Football (American),1000.0,900.0,500.0,1000.0,100.0,700.0,55,Same length,200.0,225,Ring finger,December,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,10,3,Yes - other,Text messaging,5,5,10,0,2,3,12,8.0,10.0,5,12,0,0.0,0.0,Some,Graduate degree,Pop,Fly,Healthy,Friend,Environment,4.0
USA,FL,2019,12,Male,18,Right-Handed,180.0,18,176.0,1,Car,5,0.339,64.0,Soccer,400.0,500.0,300.0,200.0,800.0,1000.0,,Left foot,70.0,73,Ring finger,August,Summer,No,No,Meat,Coffee,History,6,8,4,Yes - broadband connection,In person,7,7,69,7,8,3,15,0.0,7.0,4,10,1,0.0,0.0,A lot,Graduate degree,Other,Freeze time,Happy,Friend,"Wildlife, animals",4.0
USA,FL,2016,11,Female,18,Left-Handed,154.0,27,150.0,1,Bus,15,0.61,57.0,Dancing,1000.0,1000.0,1000.0,1000.0,999.0,1000.0,27,Same length,70.0,50,Index finger,May,Fall,No,No,Pizza/Pasta,Water,Art,8,11,4,Yes - broadband connection,Text messaging,5,2,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,A lot,High school,Country,Freeze time,Rich,Actor,"Wildlife, animals",4.0
USA,AL,2023,12,Female,18,Right-Handed,144.0,20,140.0,2,Car,15,0.294,49,Soccer,700,700,700,700,500,500,20,Same length,6.5,6,Index finger,May,Summer,Yes,No,Meat,Water,English,8,6,3,Yes - other,Text messaging,30,30,10,4,2,4,3,1,10,10,10,0,13,4,Some,Graduate degree,Pop,Invisibility,Rich,Relative,"Wildlife, animals",4.0
USA,MA,2016,5,Male,11,Right-Handed,144.0,23,140.0,1,Bus,20,.47,.57,Baseball/Softball,1000,1000,1000,1000,679,567,23,Same length,70,60,Index finger,March,Summer,No,No,Meat,Coffee,Mathematics and statistics,10,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
USA,AL,2023,12,Female,18,Right-Handed,144.0,20,140.0,2,Car,15,0.294,49,Soccer,700,700,700,700,500,500,20,Same length,6.5,6,Index finger,May,Summer,Yes,No,Meat,Water,English,8,6,3,Yes - other,Text messaging,30,30,10,4,2,4,3,1,10,10,10,0,13,4,Some,Graduate degree,Pop,Invisibility,Rich,Relative,"Wildlife, animals",4.0
USA,FL,2018,12,Male,17,Right-Handed,170.0,26,166.0,1,Car,15,0.628,36.0,Skateboarding/Rollerblading,821.0,936.0,329.0,666.0,969.0,993.0,26,Same length,75.0,80,Ring finger,February,Fall,No,No,Pizza/Pasta,Water,Computers and technology,7,11,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,20,.5,10,10,0,40.0,14.0,1,50,1,0.0,1.0,Some,Undergraduate degree,Punk rock,Fly,Healthy,Musician or singer,Health,4.0
USA,MA,2022,6,Male,11,Right-Handed,152.0,24,148.0,1,Bus,8,.381,53,Hockey (Ice),0,0,1000,1000,1000,1000,23,Right foot,75,80,Ring finger,May,Winter,No,No,Meat,Soft drink (non-caffeinated),Physical education,4,12,4,Yes - other,Text messaging,500,100,1,3,1,12,32,2,2,2,2,2,2,2,A lot,Graduate degree,Jazz,Telepathy,Rich,Actor,"Arts, culture, sports",4.0
USA,AL,2022,12,Male,19,,164.0,24,160.0,2,Bus,14,0.385,41,Running/Jogging,800,600,900,900,1000,1000,24.5,Left foot,70,70,Same length,October,Fall,No,No,Rice/Noodle dishes,Water,History,6,7,4,Yes - broadband connection,In person,1,1,7,1,2,1,1,7,7,1,10,0,0,4,Some,High school,Other,Freeze time,Happy,Other,Other,4.0
USA,MA,2017,8,Male,13,Right-Handed,170.0,30,166.0,1,Walk,15,.384,60,Athletics,663,543,200,498,1000,1000,30,Same length,70,70,Same length,August,Summer,Yes,No,Breads/Sandwiches,Water,Physical education,6,10,4,Yes - broadband connection,In person,79,109,10,2,3,7,10,10,10,10,10,10,0,3,Very little,Graduate degree,Rock and roll,Freeze time,,Other,International aid,4.0
USA,MA,2020,12,Male,18,Right-Handed,186.0,25,182.0,2,Car,5,.37,44,Basketball,198,326,91,321,508,813,24,Right foot,101,82.5,Index finger,September,Summer,No,No,Meat,Water,Science,8,6,4,Yes - broadband connection,Text messaging,30,20,6,2,6,4,2,6,6,2,8,12,0,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Musician or singer,Religious,4.0
USA,MA,2017,12,Female,17,Right-Handed,152.0,23,148.0,1,Car,15,0.578,43,Walking/Hiking,800,750,350,400,950,1000,24,Left foot,65,58,Index finger,December,Fall,Yes,No,Salads,Water,Mathematics and statistics,6,5,3,Yes - broadband connection,Text messaging,20,30,6,0,6,3,0,5,10,15,30,2,16,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,International aid,4.0
USA,FL,2019,6,Female,11,Right-Handed,154.0,22,150.0,2,Car,15,0.359,45.0,Dancing,116.0,127.0,789.0,954.0,1000.0,1000.0,23,Same length,18.0,19,Ring finger,July,Summer,No,No,No favorite,Water,Music,6.5,1.5,4,Yes - other,Text messaging,20,256,5,5,1.5,1,.10,8.0,9.0,1,10,.10,0.0,0.1,Very little,Graduate degree,Pop,Telepathy,Healthy,Musician or singer,"Wildlife, animals",4.0
USA,AL,2023,12,Female,18,Right-Handed,144.0,20,140.0,2,Car,15,0.294,49,Soccer,700,700,700,700,500,500,20,Same length,6.5,6,Index finger,May,Summer,Yes,No,Meat,Water,English,8,6,3,Yes - other,Text messaging,30,30,10,4,2,4,3,1,10,10,10,0,13,4,Some,Graduate degree,Pop,Invisibility,Rich,Relative,"Wildlife, animals",4.0
USA,MA,2017,8,Male,14,Right-Handed,174.0,25,170.0,2,Bus,20,0.256,34,Walking/Hiking,330,330,330,330,1000,1000,25,Same length,80,70,Ring finger,July,Winter,Yes,No,Soups,Coffee,Mathematics and statistics,8,2,5,Yes - broadband connection,Other,0,700,0,0,5,2,0,20,1,,,,,,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Rich,Business person,Health,4.0
USA,MA,2012,7,Female,12,Right-Handed,161.0,25,157.0,2,Car,25,0.396,44,Soccer,700,700,700,700,700,700,26,Left foot,69,71,Ring finger,August,Fall,No,Yes,Fruit,Juice,Science,8,10,3,Yes - broadband connection,E-mail,2,2,3,0.5,4,5,7,0,2,1,18,5,0,1,Very little,Graduate degree,Pop,Telepathy,Happy,Other,International aid,4.0
USA,AL,2015,12,Male,17,Right-Handed,180.0,28,176.0,1,Car,6,0.853,56,,,,,,,,28,Same length,80,75,Ring finger,August,Winter,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,9,6,6,Yes - other,Cell phone,5,6,8,1,2,6,8,0,4,2,4,4,20,1,Some,Some college,Country,Super strength,Rich,Other,"Wildlife, animals",4.0
USA,FL,2019,12,Female,17,Right-Handed,173.0,24,169.0,1,Car,35,0.52,37.0,Athletics,1000.0,998.0,1000.0,700.0,900.0,998.0,25,Left foot,93.0,94,Ring finger,June,Summer,No,No,Seafood,Water,English,6,8,5,Yes - other,Text messaging,50,60,40,5,10,40,15,0.0,7.0,6,20,5,0.0,1.0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Doctor or nurse,International aid,4.0
USA,AL,2012,6,Male,12,Right-Handed,154.0,25,150.0,1,Car,5,0.330,32,Soccer,706,540,561,,941,941,25,Same length,85,85,Same length,December,Winter,No,No,Meat,Juice,Physical education,10,11,5,Yes - broadband connection,In person,0,0,3,0,2,5,4,15,0,0,12,3,0,1,Very little,Graduate degree,Techno/Electronic,Invisibility,Happy,Relative,"Wildlife, animals",4.0
USA,AL,2022,12,Male,18,Left-Handed,177.8,25,174.0,1,Car,5,.28,36,Baseball/Softball,800,800,700,600,400,700,25,Same length,8,,Index finger,November,Summer,No,No,Meat,Water,Physical education,7,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,2,8,1,0,10,16,6,5,3,4,4,24,6,A lot,High school,Pop,Fly,Rich,Sports person,"Wildlife, animals",3.8000000000000114
USA,MA,2014,12,Female,18,Right-Handed,152.5,20,149.0,1,Rail (Train/Tram/Subway),25,0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
USA,FL,2017,6,Male,11,Right-Handed,150.0,24,146.5,2,Car,20,0.361,47.0,Martial Arts,500.0,300.0,900.0,1000.0,1000.0,1000.0,24,Same length,82.55,76.2 ,Index finger,May,Summer,No,No,Other,Soft drink (caffeinated),Computers and technology,9,5,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,60,160,190,12,110,70,208.0,208.0,160,208,208,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Other,Other,3.5
USA,MA,2022,12,Female,17,Right-Handed,163.5,20,160.0,1,Car,6,0.403,43,,900,900,1000,1000,300,700,24,Right foot,60,70,Ring finger,October,Fall,Yes,No,Rice/Noodle dishes,Water,English,7,6,4,Yes - other,Text messaging,60,45,3,1,5,9,0,1,10,20,20,0,20,3,Some,Graduate degree,Classical,Fly,Happy,Teacher,"Wildlife, animals",3.5
USA,FL,2013,12,Female,17,Right-Handed,168.0,23,165.0,1,Car,30,0.388,29.0,Dancing,150.0,332.0,257.0,176.0,706.0,791.0,21,Right foot,64.0,7,Ring finger,November,Fall,Yes,No,Pizza/Pasta,Water,Social studies,7,10,4,Yes - broadband connection,In person,10,10,5,1,15,18,3,0.0,4.0,2,12,10,0.0,5.0,Some,Undergraduate degree,Pop,Fly,Happy,Other,International aid,3.0
USA,FL,2021,12,Female,18,Right-Handed,158.0,25,155.0,2,,26,0.337,33.0,Dancing,1000.0,1000.0,1000.0,500.0,100.0,100.0,28,Left foot,65.0,70,Ring finger,August,Fall,Yes,No,Rice/Noodle dishes,Water,Music,6,11,3,Yes - broadband connection,Text messaging,30,40,12,1,15,25,5,15.0,10.0,5,72,0,0.0,5.0,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,"Wildlife, animals",3.0
USA,FL,2019,6,Female,12,Right-Handed,145.0,24,142.0,2,Bus,20,0.992,0.56,,800.0,800.0,400.0,600.0,9.0,10.0,24,Same length,70.0,80,Ring finger,October,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,8,5,4,Yes - broadband connection,Text messaging,5,5,40,1,20,3,0,0.0,10.0,5,35,5,0.0,2.0,,Graduate degree,,,,,,3.0
USA,MA,2022,6,Female,12,Right-Handed,160.0,21,157.0,1,Bus,27,0.299,41,Soccer,1000,899,799,799,400,770,21,Same length,100,100,Same length,December,Summer,Yes,No,Salads,Water,Art,8,9,4,Yes - dial-up connection,Cell phone,19,22,7,3,3,7,3,2,6,3,4,3,0,2,Very little,Graduate degree,Pop,Fly,Healthy,Friend,Health,3.0
USA,AL,2015,12,Male,18,Right-Handed,192.0,36.57,189.0,1,Car,5,.567,45,Football (American),,,,,,,36.57,Same length,85,90,Ring finger,March,Summer,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Computers and technology,7,9,3,Yes - broadband connection,Text messaging,50,40,10,.30,2,0,0,5,10,4,70,3,30,1,A lot,Graduate degree,Punk rock,Freeze time,Rich,Coach or club leader,Education/Youth development,3.0
USA,FL,2021,10,Female,16,Right-Handed,160.0,25,157.0,1,Bus,25,0.427,41.0,Dancing,556.0,706.0,1000.0,1000.0,503.0,1000.0,25,Right foot,80.0,90,Ring finger,October,Winter,Yes,No,No favorite,Water,Science,3-4,7-9,2,Yes - broadband connection,Cell phone,4,8,4-5,8-10,2,1,2,0.0,7.0,10,10,1,0.0,1.0,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,Health,3.0
USA,MA,2015,8,Female,13,Right-Handed,162.0,22,159.0,1,Car,30,.534,44,,358,797,21,43,209,10002,22,Same length,,,,June,Summer,No,Yes,Rice/Noodle dishes,Water,Other,6,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",500,600,34,1,6,4,3,0,48,48,10,10,0,1,Some,Some college,Rap/Hip hop,Telepathy,Happy,Other,Religious,3.0
USA,FL,2017,11,Female,17,Right-Handed,173.0,25,170.0,1,Car,15,0.778,47.0,Other,900.0,700.0,600.0,800.0,500.0,500.0,24,Right foot,114.0,120,Ring finger,April,Winter,No,No,Pizza/Pasta,Water,History,5,12,4,Yes - broadband connection,Text messaging,250,500,5,2,30,6,2,0.0,3.0,3,10,10,20.0,1.0,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Education/Youth development,3.0
USA,FL,2011,12,Male,17,Right-Handed,170.0,27,167.0,1,Car,10,0.303,,Baseball/Softball,400.0,400.0,500.0,,900.0,1000.0,28,Left foot,90.0,95,Ring finger,November,Winter,Yes,No,Rice/Noodle dishes,Sports drink,Mathematics and statistics,7,9,3,Yes - broadband connection,Text messaging,10,11,10,0,15,10,10,2.0,10.0,10,10,10,0.0,3.0,Some,Other,Rap/Hip hop,Telepathy,Happy,Sports person,Other,3.0
USA,MA,2017,8,Female,13,Right-Handed,153.0,19,150.0,1,Car,17,0.46,32,Basketball,800,900,600,500,800,900,19,Same length,,70,Index finger,October,Summer,Yes,No,Pizza/Pasta,Water,English,8,8,4,Yes - broadband connection,Text messaging,32,30,45,12,7,4,6,1,18,4,15,10,0,0,Some,Graduate degree,Pop,Invisibility,Happy,Relative,"Wildlife, animals",3.0
